classes,Cell ID,Nuclear volume (fL),Cellular volume (fL),Nuclear surface area (&micro;m&sup2;),Cellular surface area (&micro;m&sup2;),Radial proximity (unitless),Apical proximity (unitless)
Sec61 beta,AICS-10_85_5,18.02304,48.62592,40.14766,89.04917,0.6117473,-0.07498144
Sec61 beta,AICS-10_86_4,28.00224,73.06092,57.80181,167.0859,0.5509131,-0.22796
Sec61 beta,AICS-10_87_1,18.7218,43.42572,41.63063,103.3746,0.5367869,0.05218384
Sec61 beta,AICS-10_87_3,25.63164,60.21108,52.8834,126.6213,0.5670561,-0.2929772
Sec61 beta,AICS-10_87_4,25.0776,55.69344,52.78161,120.3338,0.2074627,0.05269798
Sec61 beta,AICS-10_87_5,34.3764,76.34952,69.35218,158.0884,0.3940015,-0.1389803
Sec61 beta,AICS-10_88_1,27.24084,57.69036,56.51746,117.0835,0.3656371,-0.1047388
Sec61 beta,AICS-10_88_2,21.13884,51.41124,46.84871,125.7057,0.4280978,0.1001641
Sec61 beta,AICS-10_88_3,29.10276,71.03916,61.25235,143.8233,0.3759463,-0.3373919
Sec61 beta,AICS-10_88_4,22.55796,57.52728,48.29947,125.3413,0.3075162,-0.04087606
Sec61 beta,AICS-10_88_5,29.9376,69.57036,58.62431,139.2767,0.2015725,0.04172626
Sec61 beta,AICS-10_88_6,27.52164,75.10644,56.05911,175.8715,0.3354171,-0.04040554
Sec61 beta,AICS-10_89_2,36.09576,87.06636,64.36281,160.7163,0.2697306,-0.06778162
Sec61 beta,AICS-10_89_3,33.48108,80.73864,61.68433,148.0652,0.2865564,-0.1731642
Sec61 beta,AICS-10_89_4,37.04724,98.01216,67.68503,192.8308,0.3904789,-0.1285104
Sec61 beta,AICS-10_89_5,11.90376,94.15872,40.43925,145.3853,0.9601119,-0.3171689
Sec61 beta,AICS-10_90_1,28.45584,62.12808,54.41943,120.5546,0.3373767,-0.05654493
Sec61 beta,AICS-10_90_3,34.75872,86.01012,63.6703,156.4282,0.3787509,-0.1447528
Sec61 beta,AICS-10_90_4,25.30872,63.35496,50.77168,129.4775,0.5178271,-0.09733733
Sec61 beta,AICS-10_90_5,38.37456,84.93552,68.61663,156.4216,0.1162428,-0.102459
Sec61 beta,AICS-10_91_1,18.1386,44.33076,41.79284,97.67499,0.4105088,-0.0571076
Sec61 beta,AICS-10_91_2,21.34836,53.59284,44.28678,118.4622,0.5515133,-0.006901816
Sec61 beta,AICS-10_91_6,18.01224,42.27552,38.76709,95.74192,0.2244071,-0.08051396
Sec61 beta,AICS-10_91_7,21.08808,48.98556,44.95543,109.4212,0.5280167,0.06096034
Sec61 beta,AICS-10_92_2,21.65508,49.15836,46.01949,126.7588,0.2878272,-0.1708148
Sec61 beta,AICS-10_92_3,31.21848,76.11948,58.41708,137.1207,0.3516228,-0.211041
Sec61 beta,AICS-10_92_5,11.367,48.82896,29.57331,87.89445,0.6110156,-0.4562353
Sec61 beta,AICS-10_93_2,17.63316,47.46492,40.68283,116.5064,0.5026295,-0.285598
Sec61 beta,AICS-10_93_3,35.7804,79.52472,69.30602,166.4228,0.5554093,-0.1221367
Sec61 beta,AICS-10_94_1,22.01688,56.22048,45.50027,111.8985,0.451917,-0.1338255
Sec61 beta,AICS-10_94_2,32.81904,80.35308,60.8574,151.436,0.03661696,-0.09478734
Sec61 beta,AICS-10_94_3,33.46596,75.91752,64.65318,148.5677,0.2597424,-0.3109575
Sec61 beta,AICS-10_94_6,23.36904,53.52048,47.70235,102.1998,0.1361164,-0.3420281
Sec61 beta,AICS-10_95_1,20.92068,57.38148,48.87438,136.0092,0.5560347,-0.1217874
Sec61 beta,AICS-10_95_4,19.36872,47.3796,45.85173,120.8801,0.3807504,-0.2042033
Sec61 beta,AICS-10_95_7,24.08184,58.65696,49.48592,114.9072,0.438489,-0.2142501
Sec61 beta,AICS-10_95_9,18.04032,43.62012,42.36934,113.8799,0.3951829,-0.1309464
Sec61 beta,AICS-10_96_1,11.02572,52.94808,28.19532,96.65151,0.6029435,-0.1776213
Sec61 beta,AICS-10_96_2,23.92416,65.745,50.49394,150.0383,0.3948761,-0.3900635
Sec61 beta,AICS-10_96_3,18.8352,47.6982,43.69884,123.0498,0.3722631,-0.1829728
Sec61 beta,AICS-10_96_7,27.16416,75.15288,54.82488,181.2071,0.4306102,-0.07213823
Sec61 beta,AICS-10_97_2,25.86492,59.22396,50.77956,128.5028,0.07981559,-0.1440046
Sec61 beta,AICS-10_97_3,26.7894,68.96016,52.67161,141.103,0.1251194,0.05875902
Sec61 beta,AICS-10_97_4,27.74088,72.792,56.70421,163.324,0.5361257,-0.09758513
Sec61 beta,AICS-10_97_5,31.92588,68.56596,60.72788,120.2739,0.5319839,-0.4207086
Sec61 beta,AICS-10_98_1,35.72532,86.60952,66.16751,172.6223,0.1355388,-0.06396019
Sec61 beta,AICS-10_98_3,21.24036,56.54556,47.81177,135.0592,0.4191097,-0.2647419
Sec61 beta,AICS-10_98_5,18.51876,54.57888,40.02908,123.3502,0.5166879,-0.02091856
Sec61 beta,AICS-10_98_6,17.70984,44.34588,39.83427,100.9224,0.5667745,-0.2968741
Sec61 beta,AICS-10_98_7,19.47672,48.67992,42.79387,111.3909,0.524678,-0.02391884
Sec61 beta,AICS-10_99_1,18.01008,42.822,39.23036,87.76521,0.09528389,0.05389017
Sec61 beta,AICS-10_99_3,27.11124,62.83548,53.5794,132.3712,0.001553421,-0.1438055
Sec61 beta,AICS-10_99_6,10.51812,48.06216,27.10077,87.47642,0.6451812,-0.2206656
Sec61 beta,AICS-10_99_7,12.74184,103.6454,42.48851,141.3792,0.9962244,-0.4342753
Sec61 beta,AICS-10_99_8,7.5438,42.39648,23.7762,78.50498,0.8428949,-0.7510744
Sec61 beta,AICS-10_100_3,28.01844,52.4988,55.20115,122.2084,0.229941,-0.1734303
Sec61 beta,AICS-10_101_2,30.89232,72.31356,57.77668,156.0508,0.3826805,0.03240897
Sec61 beta,AICS-10_102_2,21.35592,49.275,48.4553,115.0586,0.7340504,-0.2141985
Sec61 beta,AICS-10_102_4,25.81848,59.76072,53.64032,121.6513,0.4821805,-0.1824599
Sec61 beta,AICS-10_103_1,19.01988,52.7958,43.54187,131.7305,0.6712071,0.3682812
Sec61 beta,AICS-10_103_2,18.01332,54.58968,39.16971,122.3833,0.6761098,-0.1421504
Sec61 beta,AICS-10_103_3,30.1698,74.70036,57.40003,159.4574,0.2395264,-0.1188493
Sec61 beta,AICS-10_103_4,32.51016,77.26752,60.71984,160.8295,0.3106408,-0.2360129
Sec61 beta,AICS-10_104_1,28.99908,66.96864,53.63843,132.1289,0.3145219,-0.01058132
Sec61 beta,AICS-10_104_2,29.36628,76.24044,56.71734,142.7622,0.1782697,-0.2160247
Sec61 beta,AICS-10_104_3,20.0448,50.19948,41.29069,96.81161,0.3969536,0.1327717
Sec61 beta,AICS-10_104_4,21.43908,59.98752,45.66969,135.1587,0.3135972,-0.3135711
Sec61 beta,AICS-10_104_5,18.49716,43.98192,45.05795,114.3488,0.2265801,0.05999579
Sec61 beta,AICS-10_105_2,16.173,45.57384,36.66215,90.10465,0.5931718,-0.1519131
Sec61 beta,AICS-10_105_5,20.1744,45.13104,43.33923,100.5378,0.6243374,0.00581918
Sec61 beta,AICS-10_106_1,15.20424,38.10456,36.39709,86.36134,0.7656555,0.244366
Sec61 beta,AICS-10_106_2,24.19416,55.05624,48.80304,125.8569,0.3301791,-0.0813744
Sec61 beta,AICS-10_106_3,19.81044,45.06516,42.95972,102.7166,0.6374571,0.02665087
Sec61 beta,AICS-10_106_4,18.33408,47.36124,40.40303,101.7087,0.5614513,0.07222729
Sec61 beta,AICS-10_106_5,18.95832,46.3158,42.35012,99.60294,0.6996907,-0.228022
Sec61 beta,AICS-10_106_6,34.88508,85.25088,67.0132,190.7442,0.3936875,-0.1424366
Sec61 beta,AICS-10_107_1,20.83752,45.6408,45.26979,112.0202,0.3075981,0.01518282
Sec61 beta,AICS-10_107_3,19.39356,52.92864,42.9687,118.1739,0.7166327,-0.09712018
Sec61 beta,AICS-10_107_4,25.51608,59.40972,52.31596,115.9267,0.3188255,-0.08736095
Sec61 beta,AICS-10_107_5,23.31828,53.51184,47.87165,121.3245,0.3387992,-0.2131574
Sec61 beta,AICS-10_107_6,34.71876,85.50252,64.24535,166.2097,0.3212117,-0.1868949
Sec61 beta,AICS-10_108_1,22.55796,55.92132,49.04268,135.4811,0.3760392,-0.3056553
Sec61 beta,AICS-10_108_2,15.85656,46.062,38.78714,98.69115,0.408956,-0.2024927
Sec61 beta,AICS-10_108_3,30.13848,69.63624,57.06749,148.6143,0.4226963,-0.3881914
Sec61 beta,AICS-10_108_4,19.09008,48.4056,42.31329,120.7004,0.6555144,-0.09594234
Sec61 beta,AICS-10_108_5,7.24248,56.29716,23.956,97.04066,0.6949378,-0.3259431
Sec61 beta,AICS-10_109_1,15.78744,39.5064,37.25893,93.77358,0.4742766,-0.3018529
Sec61 beta,AICS-10_109_2,40.96548,97.72704,74.22855,187.7399,0.3277966,-0.07795509
Sec61 beta,AICS-10_109_3,21.3354,56.64924,45.84297,128.6204,0.4102712,0.0467102
Sec61 beta,AICS-10_110_2,18.37512,46.27476,41.11898,105.4244,0.2268847,-0.1688156
Sec61 beta,AICS-10_110_3,13.14792,50.2956,32.84932,99.40853,0.4918325,-0.06304619
Sec61 beta,AICS-10_110_4,18.91944,46.05336,42.42041,101.2315,0.4403761,-0.1273493
Sec61 beta,AICS-10_110_6,29.94192,63.74916,58.94478,139.0664,0.2798592,-0.160497
Sec61 beta,AICS-10_111_1,19.44648,56.36412,41.24096,117.7652,0.601597,-0.2093892
Sec61 beta,AICS-10_111_2,27.08208,59.83524,53.3027,125.0779,0.2072713,-0.2953527
Sec61 beta,AICS-10_111_3,34.0308,82.2744,63.3701,177.8433,-0.087856,-0.1917121
Sec61 beta,AICS-10_111_6,9.27396,46.09332,26.19671,87.3252,0.7070537,-0.4265457
Sec61 beta,AICS-10_112_1,27.75816,60.01992,57.51171,137.6851,0.4624453,-0.214427
Sec61 beta,AICS-10_112_2,15.12108,37.7136,37.15096,84.618,0.4110842,-0.06047656
Sec61 beta,AICS-10_112_3,15.01848,52.758,35.71766,111.3017,0.6933603,-0.3971064
Sec61 beta,AICS-10_112_7,14.29272,50.25456,34.70152,96.64782,0.7209758,-0.04938733
Sec61 beta,AICS-10_113_3,16.63956,34.91856,39.81859,88.53686,0.2334688,-0.01748888
Sec61 beta,AICS-10_113_4,23.08068,59.77908,47.40256,125.7756,0.3518175,-0.2354355
Sec61 beta,AICS-10_113_8,21.4326,45.66564,46.9549,115.9302,0.2495338,-0.2816229
Sec61 beta,AICS-10_114_1,20.2122,44.7876,47.51381,98.53079,0.5277361,-0.1551615
Sec61 beta,AICS-10_114_2,18.99828,46.68948,45.89692,108.5603,0.4714836,-0.05763401
Sec61 beta,AICS-10_114_3,18.846,41.59404,44.09826,106.7031,0.3206159,-0.02226343
Sec61 beta,AICS-10_115_4,8.38836,40.6944,24.01346,79.53123,0.7888876,0.3907122
Sec61 beta,AICS-10_115_5,30.85992,71.82648,65.15643,158.5444,0.3118066,-0.4270853
Sec61 beta,AICS-10_115_6,15.54336,38.9826,37.90008,94.14815,0.4010786,-0.09293465
Sec61 beta,AICS-10_116_1,17.97336,40.5216,39.16361,98.74538,0.4488776,-0.03173226
Sec61 beta,AICS-10_116_4,22.72428,58.33836,46.8792,130.7732,0.380964,0.05657641
Sec61 beta,AICS-10_116_5,19.40112,51.15204,41.17146,110.6028,0.4969671,0.2398678
Sec61 beta,AICS-10_116_7,18.36972,46.50804,40.8091,101.8381,0.4827387,-0.0846986
Sec61 beta,AICS-10_117_3,13.38984,39.6144,31.37852,78.87407,0.6317046,-0.2155492
Sec61 beta,AICS-10_117_5,11.63484,91.8648,44.5755,146.9418,0.9883824,-0.31295
Sec61 beta,AICS-10_117_7,14.90076,41.05944,35.69402,77.20705,0.737656,-0.08333467
Sec61 beta,AICS-10_118_1,16.79292,51.69636,37.82336,97.49008,0.6269114,-0.4288097
Sec61 beta,AICS-10_118_2,22.92948,53.23212,49.65334,127.309,0.6867334,-0.3674644
Sec61 beta,AICS-10_118_3,24.82704,57.02184,51.63208,116.3,0.4189805,-0.2438817
Sec61 beta,AICS-10_118_4,20.3904,46.78344,44.92813,103.0156,0.2656271,-0.2079613
Sec61 beta,AICS-10_119_1,24.67908,55.31544,50.58158,112.6944,0.166774,0.01197895
Sec61 beta,AICS-10_119_2,28.80036,65.47932,56.54357,140.3138,0.2160959,-0.1904078
Sec61 beta,AICS-10_119_4,30.92256,70.35552,60.00254,142.505,0.2859953,0.1268867
Sec61 beta,AICS-10_119_5,17.3934,46.33416,38.7138,102.3806,0.4724579,0.08758081
Sec61 beta,AICS-10_120_1,13.716,47.59884,33.66945,93.33866,0.5897251,-0.2443132
Sec61 beta,AICS-10_120_3,13.77432,44.36748,32.23575,89.87846,0.6308955,-0.1819076
Sec61 beta,AICS-10_120_5,15.03036,49.13676,35.36063,101.0746,0.5693696,-0.0783554
Sec61 beta,AICS-10_121_2,22.9446,56.6514,52.32859,131.3645,0.1691048,-0.3895471
Sec61 beta,AICS-10_121_5,24.40152,57.01968,48.72444,113.079,0.1770065,-0.3280804
Sec61 beta,AICS-10_122_1,23.27724,68.95692,45.30121,126.6022,0.4763932,-0.05798679
Sec61 beta,AICS-10_122_2,27.2916,73.49616,52.43429,151.7391,0.280118,-0.1225668
Sec61 beta,AICS-10_122_3,18.75204,49.0752,40.81012,105.8041,0.6160897,-0.3366536
Sec61 beta,AICS-10_122_4,35.3916,86.37192,67.07746,167.9096,0.4148575,-0.3439484
Sec61 beta,AICS-10_123_1,21.22632,55.56492,45.72591,126.024,0.3607655,-0.1371043
Sec61 beta,AICS-10_123_3,12.91896,38.93508,31.48108,84.42435,0.5659549,0.03521284
Sec61 beta,AICS-10_123_4,22.8528,55.188,47.11248,132.0895,0.1694739,-0.301043
Sec61 beta,AICS-10_124_1,21.0168,52.15644,44.82009,115.6746,0.3564082,-0.3709686
Sec61 beta,AICS-10_124_2,36.20808,100.386,66.00494,186.0294,0.3670342,-0.1186884
Sec61 beta,AICS-10_124_3,13.00968,42.45588,32.47651,86.29679,0.5626116,-0.07433975
Sec61 beta,AICS-10_124_4,21.39804,47.4498,45.17301,112.3186,0.2599511,-0.4207803
Sec61 beta,AICS-10_124_5,8.30844,51.44904,26.12213,85.94556,0.6802924,-0.2808658
Sec61 beta,AICS-10_124_8,11.89296,38.0322,29.74672,81.18877,0.6297279,-0.1915596
Sec61 beta,AICS-10_124_9,15.08976,39.77532,38.06189,98.87012,0.4223109,-0.3623797
Sec61 beta,AICS-10_124_10,17.78544,42.18804,40.58972,98.35932,0.1548942,-0.09745771
Sec61 beta,AICS-10_125_1,20.60424,51.35292,45.6018,125.9893,0.08949269,-0.05166845
Sec61 beta,AICS-10_125_2,26.45568,60.47676,58.56279,158.3584,0.4208297,-0.3127652
Sec61 beta,AICS-10_125_4,24.78924,56.74536,50.05473,127.604,0.1018131,-0.168361
Sec61 beta,AICS-10_126_1,24.01704,56.37924,48.96056,122.8222,0.4452726,-0.09650332
Sec61 beta,AICS-10_126_3,20.7414,53.33796,46.25978,114.1977,0.4383845,-0.1005923
Sec61 beta,AICS-10_126_4,18.73044,47.8494,40.31686,106.0592,0.5362081,-0.1646073
Sec61 beta,AICS-10_127_2,29.57148,62.02008,62.58403,151.7277,0.4441263,-0.07168316
Sec61 beta,AICS-10_127_3,23.83668,51.97824,55.13046,128.7899,0.3905377,0.1656419
Sec61 beta,AICS-10_127_4,28.8252,64.91016,61.883,157.3476,0.353026,-0.06071371
Sec61 beta,AICS-10_128_2,32.9184,86.8698,61.76865,163.3354,0.41558,-0.3310007
Sec61 beta,AICS-10_129_1,17.05752,44.63208,41.05691,109.9115,0.6338539,-0.4093338
Sec61 beta,AICS-10_129_3,28.66644,64.76868,57.98794,139.6003,0.366188,-0.3914746
Sec61 beta,AICS-10_130_1,21.39048,43.70112,47.57119,103.3809,0.3144168,0.03566565
Sec61 beta,AICS-10_130_4,18.97236,40.35744,44.39866,102.1028,0.2623831,0.3788415
Sec61 beta,AICS-10_131_2,25.52148,61.84944,52.77633,122.6377,0.09514131,-0.2228448
Sec61 beta,AICS-10_131_7,6.53184,41.44932,21.39413,85.45903,0.8954441,-0.08896895
Sec61 beta,AICS-10_132_1,15.79716,45.12348,35.87736,101.9601,0.6090696,-0.3443761
Sec61 beta,AICS-10_132_4,25.34328,60.01236,52.06238,139.9614,0.1985402,-0.2521029
Sec61 beta,AICS-10_133_1,20.39148,58.05972,47.17056,141.8924,0.4488731,-0.1071991
Sec61 beta,AICS-10_133_3,20.2338,47.13336,44.23816,100.0554,0.8036757,-0.3308842
Sec61 beta,AICS-10_133_5,21.41964,53.80992,44.86623,115.8307,0.5002271,-0.2402506
Sec61 beta,AICS-10_134_1,19.61604,53.77212,41.32859,115.2502,0.3915196,-0.4720052
Sec61 beta,AICS-10_134_2,23.87772,61.10856,51.12503,148.5499,0.3664047,-0.1750568
Sec61 beta,AICS-10_134_3,20.4768,47.87856,43.87208,106.5806,0.523924,-0.1234042
Sec61 beta,AICS-10_134_4,21.54708,47.28672,45.99971,105.9997,0.2211144,0.09351103
Sec61 beta,AICS-10_135_1,16.23672,40.83156,37.18478,92.96248,0.4959278,0.0813823
Sec61 beta,AICS-10_135_2,18.48744,47.4822,41.48983,117.8325,0.4809771,-0.01703536
Sec61 beta,AICS-10_135_3,16.56072,41.92128,37.78235,102.2932,0.4010382,-0.3360193
Sec61 beta,AICS-10_135_4,26.24724,63.19512,54.87336,152.0457,0.586948,-0.3061228
Sec61 beta,AICS-10_135_6,23.7816,67.36284,52.97699,173.4722,0.7648381,-0.2869533
Alpha tubulin,AICS-12_60_2,16.8318,34.43472,38.41942,68.88953,0.837313,-0.3909013
Alpha tubulin,AICS-12_60_3,23.83668,73.51884,47.42891,129.6426,0.9893443,-0.4003509
Alpha tubulin,AICS-12_60_5,33.53508,64.77192,61.27879,122.2214,0.4703005,0.02957949
Alpha tubulin,AICS-12_61_1,37.44792,84.68712,66.89565,171.177,0.7102568,0.02257899
Alpha tubulin,AICS-12_61_2,35.0136,77.60016,61.09339,142.0087,0.634012,-0.009132154
Alpha tubulin,AICS-12_61_3,30.68928,70.1028,55.78696,132.4015,0.8051791,0.07886472
Alpha tubulin,AICS-12_61_4,24.0948,49.91652,47.87288,97.99478,0.6539717,0.03048177
Alpha tubulin,AICS-12_61_5,28.12536,72.25524,52.51579,144.0035,0.9683742,-0.1617032
Alpha tubulin,AICS-12_61_6,13.45896,54.3294,33.39679,108.1871,0.9996473,-0.2585922
Alpha tubulin,AICS-12_62_2,22.13244,69.38892,48.53038,163.1926,0.7613899,-0.6278868
Alpha tubulin,AICS-12_63_4,33.11604,77.36256,60.76926,143.2067,0.7131103,-0.04614794
Alpha tubulin,AICS-12_64_2,56.4354,147.3768,88.47889,247.8212,0.7213765,-0.1315316
Alpha tubulin,AICS-12_64_4,23.94144,51.56244,48.50257,109.3928,0.5990648,-0.2549153
Alpha tubulin,AICS-12_65_1,30.4722,79.81848,57.93258,152.3234,0.8694274,0.05066523
Alpha tubulin,AICS-12_65_2,22.20156,65.30436,44.5757,123.3528,0.8977097,0.006602526
Alpha tubulin,AICS-12_65_3,39.41676,97.3566,66.34016,174.5161,0.6661566,-0.1207216
Alpha tubulin,AICS-12_65_5,18.50364,50.652,40.50821,118.024,0.9728949,-0.6183095
Alpha tubulin,AICS-12_66_2,28.1664,72.4572,56.71081,153.5053,0.8357084,-0.2420855
Alpha tubulin,AICS-12_66_3,23.77296,67.8186,47.08815,130.1423,0.8222469,-0.9583706
Alpha tubulin,AICS-12_66_7,20.13444,59.33844,43.10083,128.581,0.7736659,-0.4175515
Alpha tubulin,AICS-12_66_8,16.58016,39.36384,38.29082,94.26131,0.8032879,-0.4113203
Alpha tubulin,AICS-12_66_9,14.1318,51.04728,33.99377,99.70099,0.9826887,-0.6238191
Alpha tubulin,AICS-12_67_1,19.69056,55.107,42.52416,118.4559,0.6589289,-0.2846768
Alpha tubulin,AICS-12_67_2,19.88496,48.924,44.30585,109.5037,0.3993372,0.4127208
Alpha tubulin,AICS-12_67_6,12.46212,56.62764,32.2965,99.9166,1,-0.1987547
Alpha tubulin,AICS-12_67_9,19.04472,49.7826,41.92223,114.3974,0.7476454,-0.410276
Alpha tubulin,AICS-12_68_1,23.74704,65.10348,47.90908,129.3902,0.9149323,0.02773875
Alpha tubulin,AICS-12_68_2,23.77944,56.51424,47.57088,114.6198,0.8498968,0.3481324
Alpha tubulin,AICS-12_68_3,20.42496,50.07852,43.03251,103.8822,0.9870816,-0.0234163
Alpha tubulin,AICS-12_68_4,19.3806,43.57152,41.14357,100.4806,0.5314758,-0.255376
Alpha tubulin,AICS-12_68_5,29.00232,64.719,54.3884,144.1026,0.5849804,0.0402935
Alpha tubulin,AICS-12_68_7,23.29344,58.077,47.57854,117.4992,0.921204,0.1665516
Alpha tubulin,AICS-12_69_1,16.93332,49.01904,38.348,102.5088,0.9642634,-0.4880878
Alpha tubulin,AICS-12_69_3,20.38824,57.21516,42.9975,137.307,0.8068835,0.1970615
Alpha tubulin,AICS-12_69_4,38.66292,99.23256,67.62402,187.4792,0.7496769,0.1080404
Alpha tubulin,AICS-12_70_1,28.78092,76.14108,53.29866,134.495,0.9645191,0.1511512
Alpha tubulin,AICS-12_70_3,18.09972,44.45172,38.56089,86.50963,0.9848455,0.9201262
Alpha tubulin,AICS-12_70_4,33.05988,83.66436,59.48001,167.0997,0.886875,0.2213542
Alpha tubulin,AICS-12_70_5,19.09332,52.137,39.61248,101.9828,0.999595,-0.1861235
Alpha tubulin,AICS-12_70_6,25.0344,64.31076,48.93047,125.4037,0.7790567,-0.1502431
Alpha tubulin,AICS-12_71_3,6.2046,58.32648,20.65183,95.81438,0.9416773,0.7442175
Alpha tubulin,AICS-12_71_4,23.43168,46.33632,46.89651,87.95305,0.5371893,0.01971966
Alpha tubulin,AICS-12_71_6,27.4374,53.02152,52.79963,114.6807,0.8677345,-0.0321994
Alpha tubulin,AICS-12_72_1,38.1132,96.62976,64.7358,181.4155,0.9225468,-0.3159361
Alpha tubulin,AICS-12_72_2,22.56228,57.98196,45.30034,112.6904,0.8478853,-0.2424505
Alpha tubulin,AICS-12_72_4,15.42132,51.1758,36.9053,116.8605,0.9448795,-0.3647088
Alpha tubulin,AICS-12_72_5,15.26904,55.02384,35.51191,108.2531,0.8090104,-0.470771
Alpha tubulin,AICS-12_72_7,4.85244,39.92436,18.74686,76.58383,0.5462281,0.007195468
Alpha tubulin,AICS-12_73_1,22.19508,53.51076,45.04177,106.5579,0.8425195,0.008589971
Alpha tubulin,AICS-12_73_3,25.06032,55.23336,49.98093,121.9091,0.6706256,-0.1735021
Alpha tubulin,AICS-12_74_1,16.52184,54.77652,36.88209,120.1913,0.8532354,-0.3238836
Alpha tubulin,AICS-12_74_4,27.38016,71.27352,52.98232,140.1056,0.7706267,-0.419774
Alpha tubulin,AICS-12_74_5,28.809,66.5064,53.21543,128.4693,0.6262127,-0.2042042
Alpha tubulin,AICS-12_74_9,24.37452,65.8152,48.78745,121.2555,0.9148403,-0.1803043
Alpha tubulin,AICS-12_75_3,31.09752,75.28896,57.64491,142.0206,0.833311,0.1936595
Alpha tubulin,AICS-12_75_6,21.12264,54.7452,44.16678,113.6118,0.6845527,-0.3710263
Alpha tubulin,AICS-12_76_3,23.52132,71.85456,47.64212,136.2119,0.8657968,-0.4281792
Alpha tubulin,AICS-12_76_4,25.26552,75.87,47.68804,136.0775,0.9751177,-0.4131723
Alpha tubulin,AICS-12_77_1,38.00844,104.0504,65.76707,173.9763,0.8585688,-0.1302638
Alpha tubulin,AICS-12_77_2,20.3634,59.9562,44.68455,130.4221,0.9267218,-0.1820113
Alpha tubulin,AICS-12_77_3,27.00432,55.13184,52.46441,104.7198,0.6091499,-0.06047108
Alpha tubulin,AICS-12_78_1,32.6646,81.59508,58.52216,146.7738,0.8177025,0.07973534
Alpha tubulin,AICS-12_78_2,17.02944,41.31864,39.17833,103.8826,0.787781,-0.2349442
Alpha tubulin,AICS-12_78_3,18.5382,46.04256,41.36683,96.45908,0.7039218,0.05951866
Alpha tubulin,AICS-12_78_4,29.38248,72.49392,53.86905,140.8246,0.9028754,0.0431192
Alpha tubulin,AICS-12_78_5,22.57632,55.2582,45.69311,119.2722,0.879168,-0.3615441
Alpha tubulin,AICS-12_78_7,18.84168,44.65044,40.94794,103.9698,0.6936236,0.311674
Alpha tubulin,AICS-12_78_8,17.19576,41.17716,38.1512,87.54518,0.9064667,-0.2021369
Alpha tubulin,AICS-12_78_9,35.00064,71.67528,62.47583,134.2818,0.5968781,0.1704261
Alpha tubulin,AICS-12_78_10,36.018,65.583,63.10086,119.561,0.6902554,0.1466289
Alpha tubulin,AICS-12_78_11,22.923,48.4272,47.45532,113.07,0.6699027,0.1584375
Alpha tubulin,AICS-12_79_1,26.32932,55.88784,51.96052,128.8306,0.6789904,-0.05243114
Alpha tubulin,AICS-12_79_2,17.0046,43.18704,42.21513,107.2132,0.8311297,0.1229916
Alpha tubulin,AICS-12_79_3,23.14872,58.37616,45.63248,124.9977,0.862129,0.03943683
Alpha tubulin,AICS-12_79_4,21.9186,57.37176,45.36237,118.5851,0.7315111,-0.04133996
Alpha tubulin,AICS-12_79_6,18.25092,38.46744,44.12798,100.4063,0.8919394,-0.1056747
Alpha tubulin,AICS-12_80_1,26.3844,67.03668,51.06298,138.1603,0.9635735,-0.4284508
Alpha tubulin,AICS-12_80_2,18.86436,54.44172,40.23788,112.7204,0.947304,-0.3554638
Alpha tubulin,AICS-12_81_3,27.97524,73.52964,53.81877,150.5761,0.871547,-0.2215858
Alpha tubulin,AICS-12_81_4,18.63,44.58132,42.61016,95.79821,0.7894465,-0.1177398
Alpha tubulin,AICS-12_81_5,23.76972,59.0436,48.33739,123.0118,0.8322433,0.06473034
Alpha tubulin,AICS-12_82_1,28.56924,68.7312,53.89941,127.4271,0.7752135,0.1878179
Alpha tubulin,AICS-12_82_2,9.5094,38.61864,25.51882,78.62664,0.9294168,0.1291428
Alpha tubulin,AICS-12_82_3,27.92772,71.9712,56.95531,140.7824,0.796932,0.1506625
Alpha tubulin,AICS-12_83_1,15.0444,40.31532,35.06735,83.4213,0.8309395,-0.04093184
Alpha tubulin,AICS-12_83_2,15.78852,56.27772,36.11027,119.3661,0.9394825,-0.4109406
Alpha tubulin,AICS-12_83_4,32.02092,77.35068,57.31087,147.0188,0.9551926,-0.357863
Alpha tubulin,AICS-12_83_7,15.85116,130.2145,54.74803,179.8138,-0.04026017,-0.3765632
Alpha tubulin,AICS-12_84_1,6.19056,51.92208,20.65662,98.71511,0.5667675,0.279455
Alpha tubulin,AICS-12_84_2,20.31696,48.65832,43.45269,113.8293,0.8483289,-0.09437668
Alpha tubulin,AICS-12_84_3,24.138,59.0382,47.65049,122.2837,0.8583825,0.08091768
Alpha tubulin,AICS-12_84_4,21.33756,48.80844,50.20251,125.2715,0.4493485,-0.1318714
Alpha tubulin,AICS-12_84_6,32.33952,78.63804,59.70944,159.7262,0.8187707,-0.1325336
Alpha tubulin,AICS-12_84_7,34.31916,78.43392,62.75864,160.5554,0.8569838,-0.2349053
Alpha tubulin,AICS-12_84_9,20.36772,46.13976,45.47824,112.1703,0.8327113,-0.2978939
Alpha tubulin,AICS-12_85_4,35.24148,78.2406,63.95176,145.6553,0.6196055,-0.2591842
Alpha tubulin,AICS-12_86_1,11.27628,49.11624,29.63185,89.68208,1,-0.1091918
Alpha tubulin,AICS-12_86_3,14.59404,44.5986,35.85454,91.2341,0.8434994,-0.2749524
