classes,Cell ID,Nuclear volume (fL),Cellular volume (fL),Nuclear surface area (&micro;m&sup2;),Cellular surface area (&micro;m&sup2;),Radial proximity (unitless),Apical proximity (unitless)
Desmoplakin,AICS-17_76_5,16.21944,51.38532,35.52483,92.62149,1,0.9523917
Desmoplakin,AICS-17_76_7,17.51112,56.565,38.42299,117.319,0.7951336,-0.1695944
Desmoplakin,AICS-17_76_8,16.51752,47.27808,36.02608,88.62884,0.2034541,-0.1984891
Desmoplakin,AICS-17_77_2,11.42964,47.57508,31.05148,84.0875,0.8776719,1
Desmoplakin,AICS-17_78_1,22.26204,63.4608,53.20853,168.2023,1,1
Desmoplakin,AICS-17_78_2,18.6948,62.1216,40.97807,136.2885,1,1
Desmoplakin,AICS-17_78_3,31.25736,86.54796,65.28864,201.3271,-0.1340956,0.97025
Alpha tubulin,AICS-12_132_3,37.69092,93.12192,64.98001,166.7628,0.7338281,0.0210295
Alpha tubulin,AICS-12_132_4,31.45824,74.12364,58.20984,152.4643,0.6556271,-0.3685687
Alpha tubulin,AICS-12_132_6,16.3026,47.54592,35.95383,97.18227,0.9426695,-0.2907464
Alpha tubulin,AICS-12_132_7,43.524,97.713,73.65839,150.3897,0.7122701,-0.05682526
Alpha tubulin,AICS-12_133_1,29.63088,76.1616,55.70349,158.3172,0.8173645,-0.20107
Alpha tubulin,AICS-12_133_3,20.6172,49.44672,43.73409,111.998,0.8184628,-0.1463502
Alpha tubulin,AICS-12_134_1,28.85328,62.96724,53.93942,126.3655,0.6909616,-0.1352884
Alpha tubulin,AICS-12_134_2,30.12984,68.97096,56.85196,117.1938,0.7059779,-0.1463602
Alpha tubulin,AICS-12_134_4,26.63712,60.07608,50.86658,117.8885,0.7091196,-0.1202019
Alpha tubulin,AICS-12_135_2,23.56344,53.40384,47.26715,109.0223,0.6966907,-0.03467827
Alpha tubulin,AICS-12_135_3,32.48208,79.74936,57.49486,143.3089,0.7475607,-0.1025868
Alpha tubulin,AICS-12_135_5,21.05784,47.19492,44.35808,104.2459,0.6943259,0.000525464
Alpha tubulin,AICS-12_135_6,18.9972,40.42656,40.35756,92.94761,0.7104166,-0.1217287
Alpha tubulin,AICS-12_136_1,15.81336,37.5678,35.93468,89.57312,0.6262195,-0.2352611
Alpha tubulin,AICS-12_136_5,17.43984,42.22152,38.84215,106.2862,0.671936,-0.2013669
Alpha tubulin,AICS-12_136_6,25.61004,64.62828,49.77971,132.4879,0.6743574,-0.04361933
Alpha tubulin,AICS-12_137_1,18.67212,43.03044,40.902,88.02267,0.6978495,-0.01781625
Alpha tubulin,AICS-12_137_2,17.61048,44.037,38.44725,86.86656,0.7703651,-0.3612022
Alpha tubulin,AICS-12_137_3,16.93116,37.59372,37.77943,92.37537,0.640767,-0.5325684
Alpha tubulin,AICS-12_137_5,20.35368,46.11276,43.93608,105.3027,0.6874824,-0.1495878
Alpha tubulin,AICS-12_138_1,20.98656,42.63624,47.61124,110.5129,0.5513424,-0.1687527
Alpha tubulin,AICS-12_138_2,17.19036,38.03976,41.07364,103.2769,0.6909076,-0.0541597
Alpha tubulin,AICS-12_138_3,17.90208,34.9596,43.0877,85.93259,0.8293285,0.05770318
Alpha tubulin,AICS-12_138_4,30.6504,55.61568,64.93661,127.2229,0.3930535,0.3224868
Alpha tubulin,AICS-12_138_5,14.93424,35.43696,38.4378,91.31961,0.7544293,-0.1364297
Alpha tubulin,AICS-12_138_6,17.49168,29.50128,41.33071,84.40707,0.6168045,-0.03901429
Alpha tubulin,AICS-12_139_1,10.91556,25.56792,31.467,65.44772,0.7924002,-0.233643
Alpha tubulin,AICS-12_139_2,14.38128,34.56,35.30684,86.94257,0.7761467,-0.2293862
Alpha tubulin,AICS-12_139_4,15.46128,38.44908,37.52285,86.31487,0.8911495,-0.3572012
Alpha tubulin,AICS-12_139_5,14.85648,33.77268,39.76611,82.9127,0.7939337,-0.273296
Alpha tubulin,AICS-12_139_6,28.24632,63.47484,59.88961,139.248,0.7543418,0.03545937
Alpha tubulin,AICS-12_140_1,17.30484,44.31456,38.29423,93.86145,0.7035421,-0.2842825
Alpha tubulin,AICS-12_140_3,20.61828,47.89908,43.65395,113.6763,0.6956689,-0.07199965
Alpha tubulin,AICS-12_140_4,30.08232,72.91404,55.83435,130.3614,0.8381999,-0.1356864
Alpha tubulin,AICS-12_140_6,21.47256,49.18212,45.16619,111.6173,0.630965,-0.008634507
Alpha tubulin,AICS-12_140_7,19.26396,47.8332,41.24532,111.4754,0.8091025,-0.2351706
Alpha tubulin,AICS-12_140_8,31.22712,80.13708,58.57493,152.5798,0.7238421,-0.4566363
Alpha tubulin,AICS-12_141_1,27.91908,69.12864,54.8331,141.8084,0.7541685,-0.1628258
Alpha tubulin,AICS-12_142_2,25.94592,62.13348,53.18423,130.0388,0.7515026,-0.04149244
Alpha tubulin,AICS-12_142_4,6.11388,43.62336,20.34751,78.32177,0.990238,0.2793762
Alpha tubulin,AICS-12_142_6,19.31796,44.9604,40.44615,90.55611,0.7222613,-0.0734482
Alpha tubulin,AICS-12_142_7,20.28672,44.74548,43.32607,98.32515,0.8199589,-0.4177641
Alpha tubulin,AICS-12_143_1,19.71216,47.37852,42.40363,104.1644,0.8220728,-0.2292045
Alpha tubulin,AICS-12_143_3,17.7444,42.77988,38.9132,94.57655,0.802918,-0.1542804
Alpha tubulin,AICS-12_143_4,33.87312,87.92064,61.39388,163.6819,0.7926629,-0.4271177
Alpha tubulin,AICS-12_143_5,20.32236,49.54392,43.86992,110.4172,0.8366266,-0.469985
Alpha tubulin,AICS-12_143_6,20.19816,50.56776,42.25501,104.8279,0.8138622,-0.4612041
Alpha tubulin,AICS-12_143_7,15.51744,39.03768,36.42401,100.4919,0.4505982,-0.3740604
Alpha tubulin,AICS-12_143_8,17.79084,43.1352,39.29208,98.38445,0.7986659,-0.002407487
Alpha tubulin,AICS-12_144_1,16.54668,53.41896,38.7472,107.4363,0.9565826,-0.3188685
Alpha tubulin,AICS-12_144_2,23.45436,58.56948,49.44397,126.8265,0.7016624,0.1905555
Alpha tubulin,AICS-12_144_3,24.0678,59.589,46.80967,112.7391,0.6984222,-0.2402661
Alpha tubulin,AICS-12_144_4,29.47104,76.167,54.45279,145.2621,0.8960528,-0.4525716
Alpha tubulin,AICS-12_144_5,25.65108,69.68484,48.90633,137.9324,0.9095609,-0.4813086
Alpha tubulin,AICS-12_144_6,18.75744,47.01456,40.03505,104.4773,0.771131,-0.6841353
Alpha tubulin,AICS-12_144_7,17.4528,41.68476,39.62109,99.70893,0.7284204,-0.3575867
Alpha tubulin,AICS-12_144_9,13.50864,151.6612,44.09591,204.9306,0.8738459,-0.03656952
Alpha tubulin,AICS-12_144_11,11.10348,83.05956,36.0198,115.865,0.788329,-0.1515879
Alpha tubulin,AICS-12_145_1,34.95636,76.24044,66.62761,166.4111,0.5885607,-0.04892545
Alpha tubulin,AICS-12_145_4,26.51724,67.26132,51.52968,132.3369,0.9921678,0.8437648
Alpha tubulin,AICS-12_145_5,22.77288,52.26444,46.30004,111.5911,0.640101,-0.1432799
Alpha tubulin,AICS-12_146_1,28.08648,60.14304,56.12794,135.9794,0.579758,-0.0331951
Alpha tubulin,AICS-12_146_4,22.64112,55.74744,47.87323,123.685,0.8565805,-0.09770273
Alpha tubulin,AICS-12_146_5,23.11092,52.7958,48.22556,116.8755,0.6204343,-0.04881187
Alpha tubulin,AICS-12_147_1,20.27916,42.79284,42.46263,94.47008,0.4936262,-0.1702838
Alpha tubulin,AICS-12_147_3,40.80996,90.7308,73.59844,165.8703,0.6915808,-0.01827819
Alpha tubulin,AICS-12_147_5,27.85104,62.69292,54.93626,141.2775,0.7403986,-0.2040908
Alpha tubulin,AICS-12_147_6,27.61128,64.3896,51.74311,130.7914,0.8373829,0.03845994
Alpha tubulin,AICS-12_147_7,19.65168,42.58332,40.91853,87.56236,0.7221445,-0.06397438
Alpha tubulin,AICS-12_148_1,22.80096,60.00804,46.37399,123.3913,0.7085844,-0.1518975
Alpha tubulin,AICS-12_148_2,29.4408,72.85248,57.2284,141.3286,0.7988987,-0.3946409
Alpha tubulin,AICS-12_148_3,17.2044,41.37264,39.12217,100.7291,0.8105446,-0.1230001
Alpha tubulin,AICS-12_148_5,20.96712,50.32584,43.10817,105.5191,0.6392812,-0.2981211
Alpha tubulin,AICS-12_149_1,21.85704,50.24916,46.41973,108.1458,0.7508957,-0.02801692
Alpha tubulin,AICS-12_149_2,22.55796,41.84244,48.2568,95.67097,0.4410395,0.1348375
Alpha tubulin,AICS-12_149_3,15.69672,32.3568,37.77425,81.17493,0.411218,-0.2414894
Alpha tubulin,AICS-12_149_4,22.6746,45.711,48.30561,104.9586,0.8483949,0.1047284
Alpha tubulin,AICS-12_149_7,16.72488,39.05604,39.86229,90.90813,0.8317125,-0.05515875
Alpha tubulin,AICS-12_149_8,10.9674,40.30236,27.9602,92.702,0.9894056,0.2258794
Alpha tubulin,AICS-12_150_1,9.92844,38.85624,27.12122,73.30171,0.9952247,0.1348454
Alpha tubulin,AICS-12_150_2,23.93712,53.24508,48.99087,117.1252,0.7024233,-0.1461276
Alpha tubulin,AICS-12_150_3,10.26756,86.47884,35.7208,126.2742,0.8998497,-0.009244927
Alpha tubulin,AICS-12_150_4,22.00932,53.74512,47.02946,112.0875,0.5078177,-0.01904598
Alpha tubulin,AICS-12_150_5,11.08944,48.16044,28.67953,88.82464,0.9358445,-0.1762373
Alpha tubulin,AICS-12_151_2,21.24792,52.5582,43.56445,112.7646,0.7543318,-0.440804
Alpha tubulin,AICS-12_151_3,24.14232,58.99716,47.73266,111.9688,0.7419918,-0.3201793
Alpha tubulin,AICS-12_151_5,29.565,70.9938,53.31392,145.4397,0.8440534,-0.4299122
Alpha tubulin,AICS-12_151_6,14.36292,37.74708,36.70713,84.29136,0.9085605,-0.000384575
Alpha tubulin,AICS-12_152_1,30.3534,69.35328,59.10374,139.3794,0.6505693,0.1427565
Alpha tubulin,AICS-12_152_2,26.838,62.451,51.78511,119.852,0.7825955,0.1602204
Alpha tubulin,AICS-12_152_3,32.45724,73.2672,60.24542,153.409,0.4437965,0.06896587
Alpha tubulin,AICS-12_152_4,25.2882,61.17444,49.81678,122.109,0.7046095,-0.0339212
Alpha tubulin,AICS-12_152_5,21.88512,52.49988,45.18781,110.3189,0.8568973,-0.3846823
Alpha tubulin,AICS-12_152_6,32.0922,66.64896,59.33417,129.7477,0.6878152,0.2794178
Alpha tubulin,AICS-12_153_3,19.92276,53.56908,42.74522,106.0569,0.8135691,-0.2285011
Alpha tubulin,AICS-12_153_5,30.17628,71.00892,53.61429,122.0732,0.8274338,-0.1088982
Alpha tubulin,AICS-12_153_6,19.65816,48.47256,41.76932,99.61846,0.890866,0.02547014
Alpha tubulin,AICS-12_153_8,18.65268,48.19716,40.42758,106.6794,0.7846422,-0.2260754
Alpha tubulin,AICS-12_153_9,15.88248,39.47508,35.05264,80.39043,0.8794222,-0.103374
Alpha tubulin,AICS-12_153_10,36.86148,92.89512,68.24884,158.5862,0.693229,-0.3765135
Alpha tubulin,AICS-12_154_2,27.9234,62.25876,55.4652,132.3424,0.7768253,0.3111121
Alpha tubulin,AICS-12_154_3,18.07488,47.979,39.44566,100.0639,0.9208249,-0.3673376
Alpha tubulin,AICS-12_154_4,36.32256,88.79436,67.96264,182.3464,0.3960306,-0.2763073
Alpha tubulin,AICS-12_154_5,25.32276,58.85784,54.97903,141.2169,0.8153865,-0.2827698
Alpha tubulin,AICS-12_154_7,24.21576,49.67784,48.18814,100.2822,0.7184862,-0.06814708
Alpha tubulin,AICS-12_154_8,16.08228,37.13148,37.02943,91.34583,0.6475039,-0.1516232
Alpha tubulin,AICS-12_155_2,26.5356,57.2886,56.85102,126.6422,0.6500432,-0.1307385
Alpha tubulin,AICS-12_156_1,15.50232,34.8732,35.33445,73.01955,0.858283,-0.2352694
Alpha tubulin,AICS-12_156_3,29.20752,67.662,56.38691,132.5099,0.6182631,-0.2527056
Alpha tubulin,AICS-12_156_4,20.86776,46.47348,43.36572,95.71138,0.7363197,-0.3400028
Alpha tubulin,AICS-12_156_5,17.99172,37.69416,38.00156,73.53335,0.7611248,-0.06696048
Alpha tubulin,AICS-12_157_1,17.61156,43.66116,38.63454,85.46224,0.8466505,-0.1091433
Alpha tubulin,AICS-12_157_2,19.25424,42.2928,41.67495,90.41432,0.6091543,-0.3279073
Alpha tubulin,AICS-12_157_4,23.66712,49.91544,49.38124,111.2353,0.7319008,-0.06242403
Alpha tubulin,AICS-12_157_5,20.95308,48.70692,44.52427,114.0453,0.7994251,-0.1237557
Alpha tubulin,AICS-12_157_8,17.26704,40.21488,39.54976,93.7393,0.7445487,-0.05924482
Alpha tubulin,AICS-12_158_1,17.33508,37.42848,40.60578,98.75657,0.7747418,-0.1469852
Alpha tubulin,AICS-12_158_2,30.49164,64.09584,61.80939,137.8179,0.7929417,0.05156353
Alpha tubulin,AICS-12_158_3,30.63312,63.693,63.78769,128.4808,0.4846858,0.1271114
Alpha tubulin,AICS-12_158_6,4.82544,39.38436,18.85085,81.1446,-0.4686334,-0.26275
Alpha tubulin,AICS-12_159_1,16.94844,47.32452,37.6829,105.7178,0.8498725,-0.4913834
Alpha tubulin,AICS-12_159_2,17.89668,51.20388,38.27968,106.9011,0.541518,-0.6802769
Alpha tubulin,AICS-12_159_3,16.05636,39.4794,38.8153,101.5472,0.6186824,-0.5259808
Alpha tubulin,AICS-12_159_6,28.34244,67.02912,55.00309,138.2336,0.6318439,-0.04629832
Alpha tubulin,AICS-12_160_2,26.96868,58.99932,55.30494,138.5268,0.8339198,-0.006255188
Alpha tubulin,AICS-12_160_3,24.54516,50.59476,52.88364,124.5409,0.8448342,-0.1422288
Alpha tubulin,AICS-12_160_4,30.9366,66.84228,59.68822,152.9127,0.7130924,0.03704259
Alpha tubulin,AICS-12_160_5,27.33264,63.4284,57.10545,139.1625,0.3745049,0.06374958
Alpha tubulin,AICS-12_160_6,15.98724,41.68692,36.85032,94.86007,0.9301036,-0.1629458
Alpha tubulin,AICS-12_160_7,15.16536,35.5536,36.90887,83.72157,0.7944887,-0.1137726
Alpha tubulin,AICS-12_161_2,12.5874,44.79192,30.62457,96.35177,0.9984922,-0.3627728
Alpha tubulin,AICS-12_161_3,27.79704,62.3052,52.48814,128.1965,0.7790011,-0.165629
Alpha tubulin,AICS-12_161_5,16.77132,43.55856,38.15401,101.0102,0.9136634,-0.09177728
Alpha tubulin,AICS-12_161_6,11.62728,43.66116,29.39033,92.58986,0.9902726,-0.5038506
Alpha tubulin,AICS-12_161_9,16.44408,44.33508,35.85489,89.66035,0.9355782,-0.3471479
Alpha tubulin,AICS-12_161_10,11.60892,37.60452,29.69237,81.95198,0.9494746,-0.2069119
Alpha tubulin,AICS-12_162_4,21.64104,46.3968,43.53072,94.3229,0.7908454,-0.1262932
Alpha tubulin,AICS-12_163_1,23.49432,50.19408,48.70023,115.8243,0.6717277,0.1355733
Alpha tubulin,AICS-12_164_2,16.21728,44.27136,36.67494,97.63976,0.8618529,-0.1891751
Alpha tubulin,AICS-12_164_3,26.3574,57.74004,50.30498,120.9546,0.7368305,0.2595272
Alpha tubulin,AICS-12_164_6,22.84308,61.46496,45.92248,114.3849,0.9800715,-0.6180813
Alpha tubulin,AICS-12_164_7,19.7424,40.03776,42.12896,77.62336,0.7764599,-0.1244979
Alpha tubulin,AICS-12_164_8,36.10116,94.75704,63.51422,170.035,0.4160107,-0.6584918
Alpha tubulin,AICS-12_165_1,19.386,43.40736,42.01381,97.93389,0.7588667,-0.1033751
Alpha tubulin,AICS-12_165_2,26.4762,57.89664,53.98122,134.7723,0.6743792,0.06033038
Alpha tubulin,AICS-12_165_3,27.10584,61.06536,51.58105,127.2311,0.68506,-0.006055338
Alpha tubulin,AICS-12_165_4,36.24156,77.22432,67.6667,151.5998,0.4613431,0.02453133
Alpha tubulin,AICS-12_165_5,33.25968,83.80368,59.3725,148.4581,0.8389287,-0.6111353
Alpha tubulin,AICS-12_166_2,17.94312,41.5206,41.2599,95.7602,0.6767176,-0.06453648
Alpha tubulin,AICS-12_166_3,24.09588,57.03156,54.58518,138.4997,0.6655517,0.1246262
Alpha tubulin,AICS-12_166_4,25.28064,58.6656,50.17174,123.8498,0.7753451,-0.05653764
Alpha tubulin,AICS-12_166_5,24.31944,56.4138,49.19149,124.6416,0.6698358,-0.07547366
Alpha tubulin,AICS-12_166_6,17.86968,41.3802,39.46947,88.64598,0.821416,-0.06172801
Alpha tubulin,AICS-12_166_8,21.81708,48.68532,46.37127,112.1233,0.6455373,-0.08193401
Alpha tubulin,AICS-12_167_3,28.53036,64.9458,54.53108,139.8665,0.699223,0.3194915
Alpha tubulin,AICS-12_167_4,32.19048,79.1316,63.3918,170.7863,0.679704,-0.1091893
Alpha tubulin,AICS-12_167_5,28.16424,60.12468,54.52623,123.4101,0.7270791,-0.01904675
Alpha tubulin,AICS-12_168_1,31.15152,66.58632,61.07994,136.3744,0.5961174,-0.04954889
Alpha tubulin,AICS-12_168_4,8.63136,51.5592,24.61109,89.77785,0.8112023,0.1758511
Alpha tubulin,AICS-12_169_3,20.77704,43.33824,45.207,94.31091,0.5920655,-0.1055199
Alpha tubulin,AICS-12_169_5,28.18584,62.17776,55.91603,130.041,0.6974532,-0.01266056
Alpha tubulin,AICS-12_170_1,26.94384,64.2762,51.06432,131.3902,0.6507972,-0.2484624
Alpha tubulin,AICS-12_170_2,27.57996,61.10856,52.93379,132.0255,0.7064337,-0.05215089
Alpha tubulin,AICS-12_170_4,30.50136,66.01608,57.86067,132.99,0.7809496,-0.1579683
Alpha tubulin,AICS-12_170_5,16.96356,46.16352,38.4481,97.09966,0.9847849,-0.6652585
Alpha tubulin,AICS-12_170_6,18.43884,38.71584,40.12082,90.69475,0.9588597,0.9347644
Alpha tubulin,AICS-12_171_1,30.41496,67.18572,59.79842,131.4469,0.6365557,0.06388868
Alpha tubulin,AICS-12_171_2,33.51456,85.33512,61.66676,167.436,0.6736159,0.04758954
Alpha tubulin,AICS-12_171_3,30.1482,66.83904,57.15,133.8885,0.6022605,-0.1758174
Alpha tubulin,AICS-12_171_4,29.21724,70.85664,58.05422,155.4576,0.2831128,-0.428418
Alpha tubulin,AICS-12_172_1,18.24336,44.90532,40.05541,93.47062,0.9041215,0.0756717
Alpha tubulin,AICS-12_172_3,20.94876,51.71256,44.91445,113.2785,0.7188472,-0.2944058
Alpha tubulin,AICS-12_172_5,17.02944,37.60344,37.91838,87.32261,0.8104939,-0.03026626
Alpha tubulin,AICS-12_173_1,33.1884,74.8494,64.18183,135.0673,0.7617266,-0.04031994
Alpha tubulin,AICS-12_173_2,15.05412,47.72628,34.64993,99.46778,1,-0.6296131
Alpha tubulin,AICS-12_173_3,24.82596,59.34276,50.56141,134.4306,0.8168814,0.1608183
Alpha tubulin,AICS-12_173_4,14.8824,43.36308,34.08752,98.12234,0.9546437,-0.2537779
Alpha tubulin,AICS-12_173_5,27.05616,59.08356,52.1665,115.4186,0.659211,0.2800868
Alpha tubulin,AICS-12_173_6,22.51584,48.55248,47.32458,110.6572,0.5695136,0.03325721
Alpha tubulin,AICS-12_174_1,20.14308,56.7216,42.74198,127.4891,0.9175494,-0.2725596
Alpha tubulin,AICS-12_174_2,15.66,40.54968,35.52621,88.27808,0.9066882,-0.09562165
Alpha tubulin,AICS-12_174_3,24.24708,62.34948,47.7422,121.836,0.9240863,-0.1926569
Alpha tubulin,AICS-12_174_4,21.006,47.98764,43.98937,103.5591,0.6007142,-0.3250577
Alpha tubulin,AICS-12_174_5,34.19064,81.34128,61.5675,145.4982,0.7435691,-0.03001145
Alpha tubulin,AICS-12_174_6,28.58976,67.40604,55.01851,145.877,0.8209342,-0.1537166
Alpha tubulin,AICS-12_175_6,22.17024,39.9816,49.70369,105.5714,0.6421463,-0.1011323
Alpha tubulin,AICS-12_176_1,21.85056,54.21384,44.63841,103.3953,0.8350657,-0.4950913
Alpha tubulin,AICS-12_176_2,30.31884,77.60124,54.36492,146.7264,0.8257895,-0.1937357
Alpha tubulin,AICS-12_177_1,15.66,56.1168,37.30632,108.0874,0.9644345,-0.02808168
Alpha tubulin,AICS-12_177_3,22.75452,53.62416,50.57862,128.3668,0.7306054,0.04764703
Alpha tubulin,AICS-12_177_4,17.52084,34.5492,40.76435,90.24644,0.677402,0.1997621
Alpha tubulin,AICS-12_177_5,23.706,52.36272,51.83683,122.208,0.7621191,0.02681293
Alpha tubulin,AICS-12_177_7,13.77108,38.52036,32.60254,80.51073,1,-0.6788962
Alpha tubulin,AICS-12_178_1,22.34952,46.494,49.19461,102.1368,0.7971959,-0.001842022
Alpha tubulin,AICS-12_178_3,29.66004,59.07924,59.58783,127.0864,0.7039663,0.01530719
Alpha tubulin,AICS-12_178_4,15.91596,34.03296,36.91926,80.50291,0.8226956,-0.3004395
Alpha tubulin,AICS-12_178_6,16.77024,37.92312,38.46381,88.66256,0.772218,0.2324474
Alpha tubulin,AICS-12_178_7,33.26724,81.97956,63.98694,147.1626,0.7835606,0.09998386
Alpha tubulin,AICS-12_178_8,10.68012,43.94952,26.84662,83.21236,0.9970851,-0.1307412
Alpha tubulin,AICS-12_179_1,11.82384,106.1446,38.84414,145.0414,0.8070217,-0.01785399
Alpha tubulin,AICS-12_179_2,20.67876,45.8946,44.61011,100.0585,0.843671,-0.06799778
Alpha tubulin,AICS-12_179_4,15.61464,42.2712,35.81804,87.36004,0.9265991,-0.02747165
Alpha tubulin,AICS-12_179_5,25.3962,60.25536,52.25938,134.9117,0.8539948,-0.1905248
Alpha tubulin,AICS-12_179_6,28.07676,65.205,54.52,139.1493,0.6043735,-0.09240124
Alpha tubulin,AICS-12_179_7,31.22388,67.9374,62.78388,143.8802,0.4896259,-0.1039875
Alpha tubulin,AICS-12_179_8,25.8768,55.75932,49.61055,118.6857,0.8402345,-0.2539805
Alpha tubulin,AICS-12_180_1,33.1938,75.58596,72.25613,172.1395,0.7118606,0.0847014
Alpha tubulin,AICS-12_181_3,24.72336,54.70092,57.03167,150.0825,0.6931854,-0.2239715
Alpha tubulin,AICS-12_181_4,25.49664,58.18932,56.25001,141.6189,0.7659147,0.02826799
Alpha tubulin,AICS-12_182_1,20.4606,46.32336,43.6183,102.2541,0.6927126,-0.1129346
Alpha tubulin,AICS-12_182_3,23.52348,52.77096,49.83029,115.5795,0.8019899,0.1286088
Alpha tubulin,AICS-12_182_4,20.41848,46.7586,43.8287,107.488,0.6054543,-0.1138985
Alpha tubulin,AICS-12_182_6,26.15868,61.0038,54.50345,133.1216,0.5664201,0.09143659
Alpha tubulin,AICS-12_183_1,21.09132,45.83088,47.43635,110.8734,0.720851,-0.1276421
Alpha tubulin,AICS-12_183_3,27.80244,65.12292,56.03826,153.8461,0.5891259,0.1525241
Alpha tubulin,AICS-12_183_4,25.47288,57.42792,51.0153,135.4651,0.7738321,-0.1595514
Alpha tubulin,AICS-12_183_5,16.46028,40.09176,38.35464,92.06344,0.8784938,0.1992243
Alpha tubulin,AICS-12_184_1,20.9574,54.87804,44.47344,116.4969,0.9673945,-0.1694814
Alpha tubulin,AICS-12_184_5,30.41604,66.88332,59.69603,142.4485,0.5832587,-0.2542
Alpha tubulin,AICS-12_184_6,23.93388,59.17104,50.0879,139.0388,0.8168404,-0.1724507
Alpha tubulin,AICS-12_185_1,31.15476,70.39872,59.78172,148.4826,0.7354949,-0.1425446
Alpha tubulin,AICS-12_185_3,37.60668,83.54232,67.2868,159.5409,0.6878053,0.007446743
Alpha tubulin,AICS-12_185_4,22.46184,53.53668,45.60669,109.0276,0.7555448,-0.1075196
Alpha tubulin,AICS-12_185_5,23.54832,53.94492,46.47008,112.6153,0.8613356,0.02252132
Alpha tubulin,AICS-12_185_6,29.17728,67.75056,56.94452,140.4952,0.6932401,-0.2485445
Alpha tubulin,AICS-12_185_7,26.02044,56.50668,53.47498,125.7149,0.9021265,-0.2666739
Beta actin,AICS-16_50_1,22.52664,50.56992,48.88174,111.7879,0.9040076,-0.5317695
Beta actin,AICS-16_50_3,24.36588,62.65188,51.62097,116.4767,0.9551596,-0.5336941
Beta actin,AICS-16_50_5,16.12548,36.8874,38.4658,79.18648,0.9865912,-0.5387022
Beta actin,AICS-16_50_6,28.18476,69.88032,57.30286,155.2102,0.6935943,-0.3847128
Beta actin,AICS-16_50_7,24.71796,59.34708,50.42477,127.59,0.8887509,-0.7277435
Beta actin,AICS-16_50_10,21.43584,51.8832,45.2835,104.8542,0.9394998,-0.5139098
Beta actin,AICS-16_50_11,13.73112,35.82684,34.00544,87.77394,0.9608772,-0.654408
Beta actin,AICS-16_51_5,29.56068,78.85296,54.76553,142.1357,0.8879889,-0.3011616
Beta actin,AICS-16_52_3,27.4428,56.68812,51.25118,123.9184,0.7603139,-0.5272571
Beta actin,AICS-16_53_1,22.8582,54.15984,47.17561,119.7649,0.9221539,-0.2497826
Beta actin,AICS-16_54_1,11.67696,43.92576,31.89567,95.17477,0.9539821,-0.2943658
Beta actin,AICS-16_54_2,20.78892,54.92232,42.38395,110.5887,0.9077685,-0.545306
Beta actin,AICS-16_54_3,21.14316,58.48956,45.45311,131.9062,0.959287,-0.005063999
Beta actin,AICS-16_54_4,26.1144,56.55312,51.89687,118.1248,0.947013,0.08968581
Beta actin,AICS-16_54_5,9.68868,40.284,27.76014,83.25459,0.9957343,-0.2979574
Beta actin,AICS-16_54_6,22.54824,53.55396,45.35063,114.5925,0.8612545,-0.3523024
Beta actin,AICS-16_54_7,21.57084,53.07336,43.77959,112.9387,0.9763998,-0.2496086
Beta actin,AICS-16_54_9,16.42788,42.47208,41.49941,103.3206,0.9401339,-0.1812128
Beta actin,AICS-16_54_10,14.20524,40.24512,34.41217,82.83115,0.8808801,-0.4027438
Beta actin,AICS-16_55_1,15.07356,35.74044,38.53025,90.67599,0.8866691,-0.2926929
Beta actin,AICS-16_55_2,18.73692,36.4446,41.71962,90.22212,0.7576866,-0.09086114
Beta actin,AICS-16_55_3,23.97924,51.07212,50.61611,112.541,0.9148743,-0.2129721
Beta actin,AICS-16_56_2,21.84516,46.66788,49.22139,113.4041,0.6904874,-0.5626982
Beta actin,AICS-16_56_3,12.82716,29.00988,32.9264,71.54305,0.8641382,-0.3414524
Beta actin,AICS-16_56_5,21.77172,41.38776,50.39119,96.12775,0.9224807,-0.3134009
Beta actin,AICS-16_56_6,13.21596,33.3612,34.61948,88.79651,0.6731563,-0.2312901
Beta actin,AICS-16_56_7,24.70608,52.83576,51.48054,121.3571,0.8348898,-0.5940799
Beta actin,AICS-16_57_3,17.81676,43.173,40.51348,97.55402,0.9782361,-0.5217461
Beta actin,AICS-16_57_4,31.95072,86.20236,60.39761,175.0486,0.8962649,-0.693222
Beta actin,AICS-16_57_5,6.89256,45.28548,22.36395,79.73832,1,-0.8478459
Beta actin,AICS-16_57_6,31.0284,73.60308,59.05888,145.4486,0.9059507,-0.4652215
Beta actin,AICS-16_57_9,6.7014,38.05704,22.22401,72.40543,0.9944217,-0.5288615
Beta actin,AICS-16_58_3,17.442,42.9786,43.50751,107.5015,0.9106442,-0.2090126
Beta actin,AICS-16_58_5,21.9402,46.39464,48.39738,98.35968,0.9620791,-0.1369342
Beta actin,AICS-16_58_6,21.56328,40.67712,47.36198,104.3723,0.921342,-0.5584549
Beta actin,AICS-16_58_8,14.03676,28.30896,36.01271,75.20616,0.8592567,-0.02538125
Beta actin,AICS-16_58_9,22.2966,45.39024,48.45679,114.0487,0.7890213,-0.3813674
Beta actin,AICS-16_59_1,15.7788,34.9326,39.99579,104.8482,0.8387401,-0.4157135
Beta actin,AICS-16_59_2,16.52724,36.05688,41.65221,97.63419,0.9040872,-0.2709398
Beta actin,AICS-16_59_3,18.2466,39.97404,43.46871,105.2849,0.8074883,-0.5567946
